"start_datetime";"session_user";"controller";"countRequestsGET";"countRequestsPOST";"countRequestsPUT";"countRequestsDELETE";"avgBytesSELECT";"avgBytesDELETE";"avgBytesUPDATE";"avgBytesINSERT";"avgOtherSQL";"Malicious"
"19-07-2023 00:02:03";"23FF990826E41F1A9CA601FFAC02ED5F";"5";"0";"1";"0";"0";"1282";"0";"0";"143";"0";"0"
"19-07-2023 00:02:03";"BA1C532A6157450464049072EBE33CD1";"5";"0";"1";"0";"0";"1282";"0";"0";"143";"0";"0"
"17-07-2023 22:47:25";"54ADA8D6C2962FECBB81A7F0528D2C7A";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 22:47:33";"BA1C532A6157450464049072EBE33CD1";"5";"0";"2";"0";"0";"1373";"0";"0";"0";"0";"0"
"18-07-2023 22:47:43";"F5F1EFDFB2068121975E6C01F2033615";"2";"1";"0";"0";"0";"544";"0";"0";"0";"0";"0"
"17-07-2023 22:47:44";"54ADA8D6C2962FECBB81A7F0528D2C7A";"10";"2";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 22:47:44";"2B7DA461558F07B8A7DEC093EC17B360";"10";"1";"0";"0";"0";"409";"0";"0";"0";"0";"0"
"18-07-2023 22:47:43";"BA1C532A6157450464049072EBE33CD1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 22:47:50";"F5F1EFDFB2068121975E6C01F2033615";"5";"1";"0";"0";"0";"1076";"0";"0";"0";"0";"0"
"17-07-2023 22:47:57";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 22:47:50";"BA1C532A6157450464049072EBE33CD1";"5";"0";"2";"0";"0";"957";"0";"0";"0";"0";"0"
"17-07-2023 22:48:05";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:02:56";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"0";"1";"0";"0";"458";"0";"0";"40";"0";"0"
"19-07-2023 00:02:55";"23FF990826E41F1A9CA601FFAC02ED5F";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:03:01";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:03:10";"23FF990826E41F1A9CA601FFAC02ED5F";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:03:10";"BA1C532A6157450464049072EBE33CD1";"5";"0";"1";"0";"0";"1167";"0";"0";"0";"0";"0"
"17-07-2023 22:48:39";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:03:22";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:03:38";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:03:34";"23FF990826E41F1A9CA601FFAC02ED5F";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:03:32";"23FF990826E41F1A9CA601FFAC02ED5F";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:03:44";"505F079DE52544D6B2FC6E1AE22B9BFA";"2";"1";"0";"0";"0";"361";"0";"0";"0";"0";"0"
"18-07-2023 00:03:44";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"81";"0";"0";"0";"0";"0"
"18-07-2023 00:03:44";"089F88517E97B655CBD212BF5911FBEF";"2";"0";"1";"0";"0";"361";"0";"0";"0";"0";"0"
"18-07-2023 00:03:44";"089F88517E97B655CBD212BF5911FBEF";"3";"1";"0";"0";"0";"81";"0";"0";"0";"0";"0"
"17-07-2023 22:49:00";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"3";"1";"0";"0";"447";"0";"0";"0";"0";"0"
"17-07-2023 22:49:03";"2B7DA461558F07B8A7DEC093EC17B360";"10";"1";"0";"0";"0";"114";"0";"0";"0";"0";"0"
"18-07-2023 00:03:54";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:04:03";"BA1C532A6157450464049072EBE33CD1";"5";"0";"1";"0";"0";"1002";"0";"0";"0";"0";"0"
"17-07-2023 22:49:34";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:04:28";"23FF990826E41F1A9CA601FFAC02ED5F";"5";"0";"1";"0";"0";"1174";"0";"0";"143";"0";"0"
"19-07-2023 00:04:28";"BA1C532A6157450464049072EBE33CD1";"5";"0";"1";"0";"0";"1174";"0";"0";"143";"0";"0"
"18-07-2023 00:04:33";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:04:30";"23FF990826E41F1A9CA601FFAC02ED5F";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:49:54";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:04:44";"505F079DE52544D6B2FC6E1AE22B9BFA";"2";"1";"0";"0";"0";"361";"0";"0";"0";"0";"0"
"18-07-2023 00:04:43";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"81";"0";"0";"0";"0";"0"
"19-07-2023 00:04:48";"23FF990826E41F1A9CA601FFAC02ED5F";"5";"1";"0";"0";"0";"1133";"0";"0";"0";"0";"0"
"18-07-2023 00:04:44";"089F88517E97B655CBD212BF5911FBEF";"2";"0";"1";"0";"0";"361";"0";"0";"0";"0";"0"
"18-07-2023 00:04:43";"089F88517E97B655CBD212BF5911FBEF";"3";"1";"0";"0";"0";"81";"0";"0";"0";"0";"0"
"19-07-2023 00:04:48";"BA1C532A6157450464049072EBE33CD1";"5";"0";"1";"0";"0";"1133";"0";"0";"0";"0";"0"
"17-07-2023 22:50:02";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:04:50";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"112";"0";"0";"0";"0";"0"
"19-07-2023 00:04:54";"BA1C532A6157450464049072EBE33CD1";"5";"0";"1";"0";"0";"1108";"0";"0";"0";"0";"0"
"18-07-2023 00:05:09";"505F079DE52544D6B2FC6E1AE22B9BFA";"2";"1";"0";"0";"0";"361";"0";"0";"0";"0";"0"
"18-07-2023 00:05:07";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"1";"0";"0";"0";"0";"0";"40";"0";"0"
"18-07-2023 00:05:09";"089F88517E97B655CBD212BF5911FBEF";"2";"0";"1";"0";"0";"361";"0";"0";"0";"0";"0"
"19-07-2023 00:05:11";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:05:17";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:05:11";"8447AB14F633017707CE45840858FD37";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"19-07-2023 00:05:11";"BA1C532A6157450464049072EBE33CD1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:50:38";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"0";"1";"0";"0";"0";"0";"0";"42";"0";"0"
"19-07-2023 00:05:23";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:05:23";"BA1C532A6157450464049072EBE33CD1";"8";"1";"0";"0";"0";"173";"0";"0";"0";"0";"0"
"17-07-2023 22:50:40";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:05:39";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"714";"0";"0";"0";"0";"0"
"19-07-2023 00:05:39";"BA1C532A6157450464049072EBE33CD1";"8";"0";"1";"0";"0";"714";"0";"0";"0";"0";"0"
"17-07-2023 22:50:56";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:05:52";"505F079DE52544D6B2FC6E1AE22B9BFA";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:05:50";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"0";"1";"0";"0";"0";"0";"0";"40";"0";"0"
"19-07-2023 00:05:51";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:51:10";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:06:05";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:06:02";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:51:27";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:06:19";"1A6F7D2086E1E2791E46CC3236B1134A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:06:17";"505F079DE52544D6B2FC6E1AE22B9BFA";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:06:17";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"1";"0";"0";"0";"640";"0";"0";"0";"0";"0"
"19-07-2023 00:06:14";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:06:17";"BA1C532A6157450464049072EBE33CD1";"2";"0";"1";"0";"0";"640";"0";"0";"0";"0";"0"
"17-07-2023 22:51:39";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:51:39";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"409";"0";"0";"0";"0";"0"
"17-07-2023 22:51:39";"2B7DA461558F07B8A7DEC093EC17B360";"10";"1";"0";"0";"0";"409";"0";"0";"0";"0";"0"
"18-07-2023 00:06:20";"1A6F7D2086E1E2791E46CC3236B1134A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:06:32";"1A6F7D2086E1E2791E46CC3236B1134A";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:06:32";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:06:32";"BA1C532A6157450464049072EBE33CD1";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:51:57";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:06:49";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"745";"0";"0";"0";"0";"0"
"19-07-2023 00:06:49";"BA1C532A6157450464049072EBE33CD1";"8";"0";"1";"0";"0";"745";"0";"0";"0";"0";"0"
"19-07-2023 00:06:55";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:06:51";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"1";"0";"0";"204";"0";"0";"0";"0";"0"
"19-07-2023 00:06:55";"BA1C532A6157450464049072EBE33CD1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:52:16";"1B6A325FAE1398B7B83E6A00B26E06DC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:52:11";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"2";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 22:52:26";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:07:20";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"640";"0";"0";"0";"0";"0"
"18-07-2023 00:07:38";"1A6F7D2086E1E2791E46CC3236B1134A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:07:30";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:07:30";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:52:53";"34E9B9EC0785A798E7B0D461B58D779A";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:52:53";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:07:46";"1A6F7D2086E1E2791E46CC3236B1134A";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:53:06";"1B6A325FAE1398B7B83E6A00B26E06DC";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:53:06";"34E9B9EC0785A798E7B0D461B58D779A";"10";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:07:50";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"0";"1";"0";"0";"0";"0";"0";"72";"0";"0"
"19-07-2023 00:08:08";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:08:07";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"739";"0";"0";"0";"0";"0"
"19-07-2023 00:08:07";"BA1C532A6157450464049072EBE33CD1";"8";"0";"1";"0";"0";"739";"0";"0";"0";"0";"0"
"19-07-2023 00:08:28";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:08:25";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:08:28";"BA1C532A6157450464049072EBE33CD1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:08:25";"BA1C532A6157450464049072EBE33CD1";"8";"1";"1";"0";"0";"173";"0";"0";"0";"0";"0"
"17-07-2023 22:53:59";"34E9B9EC0785A798E7B0D461B58D779A";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"17-07-2023 22:53:59";"50D617036967ADE71572EB5F40E4E7BC";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"19-07-2023 00:08:45";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:54:00";"34E9B9EC0785A798E7B0D461B58D779A";"2";"0";"1";"0";"0";"361";"0";"0";"0";"0";"0"
"17-07-2023 22:54:03";"34E9B9EC0785A798E7B0D461B58D779A";"6";"0";"1";"0";"0";"361";"0";"0";"0";"0";"0"
"17-07-2023 22:54:00";"1CCF921F1FB7174A9B6E7585220FB262";"2";"1";"0";"0";"0";"361";"0";"0";"0";"0";"0"
"17-07-2023 22:54:03";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"361";"0";"0";"0";"0";"0"
"19-07-2023 00:08:51";"9FF2F8ADD495AF466A0B25519A04C0AC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:08:51";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"2";"0";"0";"0";"640";"0";"0";"0";"0";"0"
"19-07-2023 00:08:51";"BA1C532A6157450464049072EBE33CD1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:08:59";"BA1C532A6157450464049072EBE33CD1";"8";"0";"1";"0";"0";"640";"0";"0";"0";"0";"0"
"19-07-2023 00:09:02";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:54:22";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:54:35";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:09:21";"1A6F7D2086E1E2791E46CC3236B1134A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:09:22";"9FF2F8ADD495AF466A0B25519A04C0AC";"8";"1";"0";"0";"0";"173";"0";"0";"0";"0";"0"
"19-07-2023 00:09:36";"52AB9ED79D770AC663345448C496CB9F";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"19-07-2023 00:09:37";"52AB9ED79D770AC663345448C496CB9F";"2";"0";"1";"0";"0";"0";"0";"0";"42";"0";"0"
"19-07-2023 00:09:36";"6BECD4F96BEF358DE403FF67DCC86193";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"19-07-2023 00:09:37";"1AE9E6621FAFE5540EF8FEA1BA18CC03";"2";"2";"0";"0";"0";"0";"0";"0";"42";"0";"0"
"17-07-2023 22:54:52";"1CCF921F1FB7174A9B6E7585220FB262";"6";"2";"0";"0";"0";"73";"0";"0";"0";"0";"0"
"17-07-2023 22:55:01";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:10:05";"1A6F7D2086E1E2791E46CC3236B1134A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:10:02";"1AE9E6621FAFE5540EF8FEA1BA18CC03";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:55:23";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:10:15";"52AB9ED79D770AC663345448C496CB9F";"7";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 22:55:35";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:55:50";"34E9B9EC0785A798E7B0D461B58D779A";"6";"0";"1";"0";"0";"403";"0";"0";"0";"0";"0"
"17-07-2023 22:55:50";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:56:05";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"94";"0";"0";"0";"0";"0"
"18-07-2023 00:10:50";"1A6F7D2086E1E2791E46CC3236B1134A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:10:56";"1A6F7D2086E1E2791E46CC3236B1134A";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:10:55";"52AB9ED79D770AC663345448C496CB9F";"7";"0";"1";"0";"0";"178";"0";"0";"90";"0";"0"
"19-07-2023 00:10:55";"52AB9ED79D770AC663345448C496CB9F";"9";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"19-07-2023 00:10:57";"1AE9E6621FAFE5540EF8FEA1BA18CC03";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:10:55";"1AE9E6621FAFE5540EF8FEA1BA18CC03";"7";"0";"1";"0";"0";"178";"0";"0";"90";"0";"0"
"17-07-2023 22:56:13";"1CCF921F1FB7174A9B6E7585220FB262";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:11:09";"52AB9ED79D770AC663345448C496CB9F";"7";"0";"1";"0";"0";"178";"0";"0";"42";"0";"0"
"17-07-2023 22:56:29";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:11:14";"1A6F7D2086E1E2791E46CC3236B1134A";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"19-07-2023 00:11:27";"52AB9ED79D770AC663345448C496CB9F";"7";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"19-07-2023 00:11:27";"1AE9E6621FAFE5540EF8FEA1BA18CC03";"2";"1";"0";"0";"0";"0";"0";"0";"42";"0";"0"
"17-07-2023 22:56:44";"34E9B9EC0785A798E7B0D461B58D779A";"6";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 22:56:44";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:11:34";"1A6F7D2086E1E2791E46CC3236B1134A";"2";"1";"0";"0";"0";"112";"0";"0";"0";"0";"0"
"18-07-2023 00:11:34";"44E70AA30A9432828A07227EDE4E9C3D";"2";"0";"1";"0";"0";"361";"0";"0";"0";"0";"0"
"18-07-2023 22:57:05";"BA1C532A6157450464049072EBE33CD1";"5";"0";"2";"0";"0";"1024";"0";"0";"0";"0";"0"
"18-07-2023 00:11:49";"1A6F7D2086E1E2791E46CC3236B1134A";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:11:49";"44E70AA30A9432828A07227EDE4E9C3D";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"18-07-2023 00:11:57";"44E70AA30A9432828A07227EDE4E9C3D";"9";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"18-07-2023 22:57:13";"F5F1EFDFB2068121975E6C01F2033615";"2";"1";"0";"0";"0";"496";"0";"0";"0";"0";"0"
"17-07-2023 22:57:18";"1CCF921F1FB7174A9B6E7585220FB262";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
